author,title,description,url,source,image,category,language,country,published_at,topic
Sajid Salamat,Ambitious plan to ensure 100% security in Punjab jails launched,"The Home Department Punjab has initiated a groundbreaking plan to equip jails across the province with state-of-the-art surveillance technology to enhancing security measures,. Under the directive, every nook and cranny of 43 correctional facilities will be closely monitored through the installation of 4500 modern cameras. Chaired by Secretary Home Punjab, Noor Ul Amin Mengal, a [&#8230;]",https://dailytimes.com.pk/1201448/ambitious-plan-to-ensure-100-security-in-punjab-jails-launched/,Daily Times,,general,en,pk,2024-06-15T21:21:49+00:00,technology
Bloomberg News,"Google ad tech antitrust suit will go to trial, judge rules",Alphabet Inc. will have to defend itself at trial against all of the US Justice Department’s claims of a Google monopoly in online advertising technology after a federal judge rejected the tech giant’s request to decide the case ahead of time.,https://www.bostonherald.com/2024/06/15/google-ad-tech-antitrust-suit-will-go-to-trial-judge-rules/,bostonherald,https://www.bostonherald.com/wp-content/uploads/2023/03/OPED-BIGTECH-FAIRNESS-COMMENTARY-DMT.jpg?w=1400px&strip=all,general,en,us,2024-06-15T20:48:19+00:00,technology
Amina A Ghafoor,Can AI Break Gender Bias for an Inclusive Future?,"In an era marked by globalization and rapid technological advancements, the relationship between gender dynamics and technology continues to exhibit signs of deep-rooted patriarchy. This issue is particularly significant in the context of the adoption and integration of Generative Artificial Intelligence (GAI) across diverse cultural landscapes. Factors such as technology access, educational pathways, cultural norms, [&#8230;]",https://www.pakistantoday.com.pk/2024/06/16/can-ai-break-gender-bias-for-an-inclusive-future/,Pakistan Today,,general,en,pk,2024-06-15T20:21:43+00:00,technology
Sun-Times Wire,8-year-old girl dies after medical emergency on flight to Chicago,"An 8-year-old girl died Thursday after suffering a medical emergency on a Skywest Airlines flight between Missouri and Chicago.Sydney Weston was traveling with her family for a vacation on a flight from Joplin, Missouri, to Chicago when she became ill and unresponsive during the flight. Flight personnel rendered aid before the plane made an emergency landing about 7 a.m. at Peoria International Airport, according to the Peoria County sheriff’s and coroner’s offices.Officials with the Peoria County sheriff’s office, American Medical Technologies and Air National Guard Fire responded to the...",https://chicago.suntimes.com/news/2024/06/14/8-year-old-girl-dies-medical-emergency-skywest-airlines-flight-joplin-missouri-chicago-peoria,suntimes,,general,en,us,2024-06-15T20:14:09+00:00,technology
Anirban Chatterjee,Tesla CEO Elon Musk Leaves Joe Rogan Paranoid After Open Warning About Apple’s Latest Innovation – “If He’s Getting Scared…”,"In a recent development of events, Apple launched its much-awaited &#8216;Apple Intelligence&#8217; technology on Monday. It also announced plans for integrating the technology across its multiple applications, including Siri. The company will be bringing in OpenAI&#8217;s chatbot ChatGPT to its devices. While most of its users are happy about it, 56-year-old Joe Rogan is worried. [&#8230;]The post Tesla CEO Elon Musk Leaves Joe Rogan Paranoid After Open Warning About Apple’s Latest Innovation – “If He’s Getting Scared…” appeared first on EssentiallySports.",https://www.essentiallysports.com/ufc-mma-news-tesla-ceo-elon-musk-leaves-joe-rogan-paranoid-after-open-warning-about-apples-latest-innovation-if-hes-getting-scared/,Essentially Sports,https://image-cdn.essentiallysports.com/wp-content/uploads/Untitled-2023-07-11T124511.322-560x315.jpg,sports,en,us,2024-06-15T18:44:36+00:00,technology
EditorDavid,Rust's Foundation Announces a New 'Safety-Critical Rust Consortium',"This week the Rust Foundation jointly announced ""the Safety-Critical Rust Consortium"" with industry partners including Arm, AdaCore, Lynx Software Technologies, and Toyota's mobility tech subsidiary Woven. Its goal is supporting ""responsible use"" of Rust ""in safety-critical software &mdash; systems whose failure can impact human life or cause severe environmental or property harm."" ""This is exciting,"" said Rust creator Graydon Hoare in a statement. ""I am truly pleased to see the Rust Foundation and anyone in the safety-critical space coming together on this topic."" From the announcement:""Safety...",https://developers.slashdot.org/story/24/06/15/0349253/rusts-foundation-announces-a-new-safety-critical-rust-consortium?utm_source=rss1.0mainlinkanon&utm_medium=feed,slashdot,,general,en,us,2024-06-15T18:34:00+00:00,technology
Petty Officer 2nd Class Griffin Kersting,Maryland Fleet Week and Flyover STEM Tent [Image 9 of 11],"BALTIMORE (June 15, 2024) - Families and guests visiting Maryland Fleet Week and Flyover Baltimore, interact with displays inside the science, technology, engineering and mathematics tent. This year marks the City of Baltimore's fourth time hosting Navy Fleet Week. Maryland Fleet Week and Flyover Baltimore provides an opportunity for the citizens of Maryland and the City of Baltimore to meet Sailors, Marines, and Coast Guardsmen, as well as see firsthand the latest capabilities of today’s maritime services. More than 2,300 sea service members are expected to participate this year. (U.S. Navy...",https://www.dvidshub.net/image/8478701/maryland-fleet-week-and-flyover-stem-tent,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8478701/250w_q95.jpg,general,en,us,2024-06-15T18:32:35+00:00,technology
Petty Officer 2nd Class Griffin Kersting,Maryland Fleet Week and Flyover STEM Tent [Image 5 of 11],"BALTIMORE (June 15, 2024) - Families and guests visiting Maryland Fleet Week and Flyover Baltimore, interact with displays inside the science, technology, engineering and mathematics tent. This year marks the City of Baltimore's fourth time hosting Navy Fleet Week. Maryland Fleet Week and Flyover Baltimore provides an opportunity for the citizens of Maryland and the City of Baltimore to meet Sailors, Marines, and Coast Guardsmen, as well as see firsthand the latest capabilities of today’s maritime services. More than 2,300 sea service members are expected to participate this year. (U.S. Navy...",https://www.dvidshub.net/image/8478697/maryland-fleet-week-and-flyover-stem-tent,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8478697/250w_q95.jpg,general,en,us,2024-06-15T18:32:34+00:00,technology
Petty Officer 2nd Class Griffin Kersting,Maryland Fleet Week and Flyover STEM Tent [Image 3 of 11],"BALTIMORE (June 15, 2024) - Families and guests visiting Maryland Fleet Week and Flyover Baltimore, interact with displays inside the science, technology, engineering and mathematics tent. This year marks the City of Baltimore's fourth time hosting Navy Fleet Week. Maryland Fleet Week and Flyover Baltimore provides an opportunity for the citizens of Maryland and the City of Baltimore to meet Sailors, Marines, and Coast Guardsmen, as well as see firsthand the latest capabilities of today’s maritime services. More than 2,300 sea service members are expected to participate this year. (U.S. Navy...",https://www.dvidshub.net/image/8478695/maryland-fleet-week-and-flyover-stem-tent,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8478695/250w_q95.jpg,general,en,us,2024-06-15T18:32:33+00:00,technology
Petty Officer 2nd Class Griffin Kersting,Maryland Fleet Week and Flyover STEM Tent [Image 1 of 11],"BALTIMORE (June 15, 2024) - Families and guests visiting Maryland Fleet Week and Flyover Baltimore, interact with displays inside the science, technology, engineering and mathematics tent. This year marks the City of Baltimore's fourth time hosting Navy Fleet Week. Maryland Fleet Week and Flyover Baltimore provides an opportunity for the citizens of Maryland and the City of Baltimore to meet Sailors, Marines, and Coast Guardsmen, as well as see firsthand the latest capabilities of today’s maritime services. More than 2,300 sea service members are expected to participate this year. (U.S. Navy...",https://www.dvidshub.net/image/8478693/maryland-fleet-week-and-flyover-stem-tent,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8478693/250w_q95.jpg,general,en,us,2024-06-15T18:32:33+00:00,technology
