author,title,description,url,source,image,category,language,country,published_at,topic
Marina Temkin,"10 of the most exciting digital health startups of 2024, according to VCs","In the post-COVID world, VCs say it&#8217;s not as easy to get excited about investing in digital health. Deal activity in healthcare IT was relatively flat in Q1 2024 at 74 total deals, valued at about $1 billion total, up only 3% from the year-ago quarter, according to PitchBook data.&#160; Still, promising startups have grabbed [&#8230;]© 2024 TechCrunch. All rights reserved. For personal use only.",https://techcrunch.com/2024/06/25/10-of-the-most-exciting-digital-health-startups-of-2024-according-to-vcs/,TechCrunch,,technology,en,us,2024-06-25T23:49:53+00:00,health
Reuters,Peru to stop labeling transgender people as mentally ill,"Peru will stop listing individuals who identify as trans, among others, as suffering from mental disorders, the country’s health ministry announced after weeks of backlash.",https://www.nbcnews.com/nbc-out/out-news/peru-stop-labeling-transgender-people-mentally-ill-rcna158948,NBC,https://media-cldnry.s-nbcnews.com/image/upload/t_fit_1500w/rockcms/2024-06/240625-peru-lgbtqi-trans-protest-ac-735p-d13b8a.jpg,general,en,na,2024-06-25T23:46:04+00:00,health
Azeen Ghorayshi,"Biden Officials Pressed Trans Medical Group to Change Guidelines for Minors, Court Filings Show",Newly released emails from an influential group issuing transgender medical guidelines indicate that U.S. health officials lobbied to remove age minimums for surgery in minors because of concerns over political fallout.,https://www.nytimes.com/2024/06/25/health/transgender-minors-surgeries.html,The New York Times,https://static01.nyt.com/images/2024/06/25/multimedia/00hhs-transgender-wghp/00hhs-transgender-wghp-mediumSquareAt3X.jpg,politics,en,us,2024-06-25T23:45:51+00:00,health
Canadian Press,"Former B.C. premier John Horgan, Canada’s ambassador to Germany, has cancer again","LANGFORD, B.C. &#8212; Former British Columbia premier and Canada&#8217;s ambassador to Germany John Horgan is staying positive about his health and sends healing thoughts to people battling cancer as he faces his third bout with the disease, says his New Democrat colleague Ravi Parmar. Parmar, elected last year in a byelection in Horgan&#8217;s former Victoria-area [&#8230;]",https://torontosun.com/news/national/former-b-c-premier-john-horgan-canadas-ambassador-to-germany-has-cancer-again,torontosun,,general,en,us,2024-06-25T23:42:53+00:00,health
Fox News,Officials close popular California beaches amid sewage-contaminated waters: ‘Profound public health crisis’,"Multiple San Diego beach areas have been flagged for potential medical safety concerns due to high levels of bacteria in the water, stemming from sewage contamination.",https://nypost.com/2024/06/25/us-news/officials-close-popular-california-beaches-amid-sewage-contaminated-waters/,Post,https://nypost.com/wp-content%2Fuploads%2Fsites%2F2%2F2024%2F06%2F84464908.jpg?quality%3D90%26strip%3Dall,general,en,zm,2024-06-25T23:40:02+00:00,health
Livia Albeck-Ripka,"Father Who Drove Family Off Cliff Will Get Treatment Instead of Trial, Court Rules","Dharmesh A. Patel pleaded not guilty to three counts of attempted murder. Last week, he was found eligible for a mental health diversion, according to court records.",https://www.nytimes.com/2024/06/25/us/california-doctor-family-cliff-trial.html,The New York Times,,general,en,us,2024-06-25T23:28:47+00:00,health
Lisa Schencker,Judge likely to sentence former Outcome Health CEO Rishi Shah on Wednesday,"A federal judge will likely sentence former Outcome Health CEO Rishi Shah on Wednesday, after spending Tuesday hearing arguments and testimony about how much money clients and investors lost because of fraud at the company.",https://www.chicagotribune.com/2024/06/25/judge-likely-to-sentence-former-outcome-health-ceo-on-wednesday/,Chicago Tribune,https://www.chicagotribune.com/wp-content/uploads/2024/06/CTC-L-shah-outcome-sentencing06_198708660.jpg?w=1400px&strip=all,general,en,us,2024-06-25T23:25:55+00:00,health
"Elias Weiss, Managing Editor",Rancho Mirage woman leads Army veteran ladies in Phoenix,"The Phoenix chapter of the Women’s Army Corps Veterans’ Association – Army Women United yesterday announced the donation of more than $2,700 of requested goods to the Phoenix VA Health [&#8230;]This post Rancho Mirage woman leads Army veteran ladies in Phoenix appeared first on InMaricopa.",https://www.inmaricopa.com/rancho-mirage-woman-leads-army-veteran-ladies-in-phoenix/,inmaricopa,,general,en,us,2024-06-25T23:25:46+00:00,health
,US Intelligence Kept Assange in UK Dungeon for Exposing War Crimes – CIA Analyst,"The firebrand transparency activist will soon be free, but his years of confinement have caused untold damage to his mental and physical health.",https://sputnikglobe.com/20240625/us-intelligence-kept-assange-in-uk-dungeon-for-exposing-war-crimes--cia-analyst-1119130585.html,en,,general,en,ru,2024-06-25T23:17:59+00:00,health
The Associated Press,Delaware Senate gives final approval to bill mandating insurance coverage for abortions,"DOVER, Del. (AP) _ Democratic lawmakers in Delaware gave final approval Tuesday to a bill requiring most private health insurance plans and Delaware&#8217;s Medicaid program to cover abortions. The bill cleared the Democrat-led Senate on a party-line vote and now goes to Democratic Gov. John Carney. In addition to mandating coverage for abortions, the legislation [&#8230;]",https://nationalpost.com/pmn/health-pmn/delaware-senate-gives-final-approval-to-bill-mandating-insurance-coverage-for-abortions,nationalpost,,general,en,us,2024-06-25T23:14:15+00:00,health
Danielle Dawson,San Diego County records rise in Mpox cases,"San Diego County is seeing a slight surge in Mpox cases, with health officials reporting seven new cases in the months of May and June.",https://fox5sandiego.com/news/health/san-diego-county-records-rise-in-mpox-cases/,kusi,https://fox5sandiego.com/wp-content/uploads/sites/15/2023/10/653abdf6c1e4e7.20080085.jpeg?w=900,general,en,us,2024-06-25T23:13:39+00:00,health
,"Italy’s New Regional Autonomy Law Undermines Solidarity, Opens Door To Public Service Commercialization","After securing the most votes in the European Parliament election, Italian Prime Minister Giorgia Meloni achieved another victory in Parliament. On June 19, members of Parliament voted in favor of a bill on differentiated autonomy. The new legislation will decentralize decision-making and financing on education, health, public services, and culture, among other areas.The parliamentary discussion preceding the vote was exceptionally heated, culminating in members of Parliament from far-right Lega and Brothers of Italy parties physically attacking a member of the Five Star Movement.Critics have...",https://api.follow.it/track-rss-story-click/v3/Qw9d99ManWcwCRVS2DoEGle5jCclomp-,eurasiareview,,general,en,us,2024-06-25T22:49:54+00:00,health
,Health officials tell US doctors to be alert for dengue as cases ramp up worldwide,U.S. health officials are warning doctors to be alert for dengue cases as the tropical disease breaks international records,https://abcnews.go.com/Health/wireStory/health-officials-us-doctors-alert-dengue-cases-ramp-111416955,ABC News,https://s.abcnews.com/images/Health/wirestory_8c165860c5ec768261be5245733b4a45_4x3_384.jpg,general,en,us,2024-06-25T22:46:22+00:00,health
Saba Aziz,"Physical inactivity a ‘silent threat’ as countries, including Canada, off track","A growing number of people in Canada and globally are physically inactive, the World Health Organization said in a new study, calling it a 'silent threat.'",https://globalnews.ca/news/10587001/physical-inactivity-who-report-canada/,cknw,https://globalnews.ca/wp-content/uploads/2024/06/physical-inactivity-who-report.jpg?quality=85&strip=all&w=720&h=480&crop=1,general,en,us,2024-06-25T22:30:41+00:00,health
Amy Judd,BC NDP touts 30-point plan to expand health-care services in Surrey,"At a press conference on Tuesday, Health Minister Adrian Dix said action had been taken on every step of the 30-point plan for the city's residents to meet health-care needs.",https://globalnews.ca/news/10587426/health-care-surrey-30-point-plan/,globalmontreal,https://globalnews.ca/wp-content/uploads/2024/03/20240311130340-65ef428e54c83241a3ce5fe2jpeg_1dfb74.jpg?quality=85&strip=all&w=720&h=480&crop=1,general,en,us,2024-06-25T22:29:14+00:00,health
Katie Adams,Meet The Startup That Gives Consumers Access to 100+ Lab Tests For $500 Per Year,"Function Health, a membership-based platform that gives consumers access to more than 100 different lab tests, closed a Series A financing round that brought its total funding to date to $53 million. The round was led by Andreessen Horowitz and included a slew of celebrity investors, including Matt Damon, Zac Efron, Blake Griffin and Colin Kaepernick.The post Meet The Startup That Gives Consumers Access to 100+ Lab Tests For $500 Per Year appeared first on MedCity News.",https://medcitynews.com/2024/06/healthcare-diagnostic-consumer/,medcitynews,,general,en,us,2024-06-25T22:18:42+00:00,health
,"Berry and Glatfelter Announce Additional Regulatory Milestone in Proposed Transaction for Spin-Off and Merger of Berry's Health, Hygiene and Specialties Global Nonwovens and Films Business with Glatfelter","(marketscreener.com) Berry Global Group, Inc. and Glatfelter Corporation announced today the achievement of an additional regulatory milestone in the proposed transaction involving the combination of a majority of Berry&rsquo;s Health, Hygiene and Specialties segment to include its Global Nonwovens and Films business with Glatfelter. In addition to the previously...https://www.marketscreener.com/quote/stock/BERRY-GLOBAL-GROUP-INC-11658375/news/Berry-and-Glatfelter-Announce-Additional-Regulatory-Milestone-in-Proposed-Transaction-for-Spin-Off-a-47218291/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/BERRY-GLOBAL-GROUP-INC-11658375/news/Berry-and-Glatfelter-Announce-Additional-Regulatory-Milestone-in-Proposed-Transaction-for-Spin-Off-a-47218291/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T22:16:07+00:00,health
,Norfolk Southern Safety Enhancements Align with NTSB East Palestine Final Recommendations,"(marketscreener.com) Vent and burn recommendation based on several factors indicating strong possibility of catastrophic, uncontrolled explosion threatening health and safety of the community and first respondersATLANTA, June 25, 2024 /PRNewswire/ -- Norfolk Southern Corporation issued the following statement regarding the findings of the National Transportation...https://www.marketscreener.com/quote/stock/NORFOLK-SOUTHERN-CORPORAT-13802/news/Norfolk-Southern-Safety-Enhancements-Align-with-NTSB-East-Palestine-Final-Recommendations-47218248/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/NORFOLK-SOUTHERN-CORPORAT-13802/news/Norfolk-Southern-Safety-Enhancements-Align-with-NTSB-East-Palestine-Final-Recommendations-47218248/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T22:03:07+00:00,health
Matthew Medsger,U.S. Surgeon General: ‘Firearm violence is a public health crisis in America’,"“This is an extension of the Biden Administration’s war on law-abiding gun owners. America has a crime problem caused by criminals. The reluctance to prosecute and punish criminals on the part of President Biden and his allies is the primary cause of that. That’s a simple fact,” the NRA's executive director said.",https://www.bostonherald.com/2024/06/25/u-s-surgeon-general-firearm-violence-is-a-public-health-crisis-in-america/,bostonherald,https://www.bostonherald.com/wp-content/uploads/2024/06/Surgeon_General_Guns_80599.jpg?w=1400px&strip=all,general,en,us,2024-06-25T22:02:02+00:00,health
,Japan gov't says health impact of PFAS chemicals undeniable,"Japan's food safety panel concluded on Tuesday that the effects of chemicals known as PFAS on birthweight loss and reduced immunity after vaccination are ""undeniable"" in its first…",https://japantoday.com/category/national/update1-japan-gov%27t-says-health-impact-of-pfas-chemicals-undeniable,japantoday,,general,en,us,2024-06-25T22:01:08+00:00,health
,"Teladoc Health, Inc. Sued for Securities Law Violations - Investors Should Contact The Rosen Law Firm Before July 16, 2024 to Discuss Your Rights - TDOC","(marketscreener.com) NEW YORK, June 25, 2024 /PRNewswire/ --&nbsp; Why: Rosen Law Firm, a global investor rights law firm, reminds purchasers of stock of Teladoc Health, Inc. between November 2, 2022 and February 20, 2024, both dates inclusive , of...https://www.marketscreener.com/quote/stock/TELADOC-HEALTH-INC-22762533/news/Teladoc-Health-Inc-Sued-for-Securities-Law-Violations-Investors-Should-Contact-The-Rosen-Law-Fir-47218246/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/TELADOC-HEALTH-INC-22762533/news/Teladoc-Health-Inc-Sued-for-Securities-Law-Violations-Investors-Should-Contact-The-Rosen-Law-Fir-47218246/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T22:01:07+00:00,health
Wendy Osher,UH spearheading $2.1M in Maui wildfire response research,"Following the Maui wildfires of August 2023, the University of Hawaiʻi is spearheading projects totaling $2.1 million to address the impacts to air and water quality, public health, ecosystem resilience and community evacuation responses.",https://mauinow.com/2024/06/25/uh-spearheading-2-1m-in-maui-wildfire-response-research/,mauinow,https://media.mauinow.com/file/mauinow/2024/06/uh-research-wildfire-3-300x169.jpg,general,en,us,2024-06-25T22:00:00+00:00,health
,U.S. surgeon general declares gun violence a public health emergency,"The U.S. surgeon general on Tuesday declared gun violence a public health crisis, driven by the fast-growing number of injuries and deaths involving firearms in the country. The…",https://japantoday.com/category/world/us-surgeon-general-declares-gun-violence-a-public-health-emergency,japantoday,,general,en,us,2024-06-25T21:58:46+00:00,health
,"Israeli airstrikes kill at least 24 in Gaza City, health officials say","Israeli forces killed at least 24 Palestinians in three separate airstrikes on Gaza City early on Tuesday and the dead included a sister of Ismail Haniyeh, the chief…",https://japantoday.com/category/world/israeli-airstrikes-kill-at-least-24-in-gaza-city-health-officials-say1,japantoday,,general,en,us,2024-06-25T21:58:23+00:00,health
,Health Care Up as Novo Nordisk Gets China OK -- Health Care Roundup,"(marketscreener.com) Health-care companies rose as the obesity drug craze was set to spread. Novo Nordisk shares rallied after China approved sales of its weight-loss drug, Wegovy. Merck Group, the German pharmaceutical company that's not connected to the U.S. company with a similar moniker, declined after it pulled the plug on a late-stage trial of its...https://www.marketscreener.com/quote/stock/NOVO-NORDISK-A-S-1412980/news/Health-Care-Up-as-Novo-Nordisk-Gets-China-OK-Health-Care-Roundup-47218161/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/NOVO-NORDISK-A-S-1412980/news/Health-Care-Up-as-Novo-Nordisk-Gets-China-OK-Health-Care-Roundup-47218161/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T21:47:32+00:00,health
Claudia Newton,"(STN Podcast E216) Right Tools & Right People: Driver Shortage, Electric Buses & More in NY","A new Harvard study compares the health and environmental impact of diesel and electric school buses. Tony & Ryan review funding and mandates that affect EV adoption by school bus operations. Additionally, breaking news about small school bus manufacturer Trans Tech’s acquisition. “If [a student’s] bus ride isn’t 100 percent, their education isn’t 100 percent.” [&#8230;]The post (STN Podcast E216) Right Tools & Right People: Driver Shortage, Electric Buses & More in NY appeared first on School Transportation News.",https://stnonline.com/multimedia/stn-podcast-e216-right-tools-right-people-driver-shortage-electric-buses-more-in-ny/,stnonline,,general,en,us,2024-06-25T21:41:16+00:00,health
GlobeNewswire,Lifeist Wellness Inc. Signs Agreements with Simply Solventless Concentrates Ltd.,"Lifeist enters into services agreement with Simply Solventless to provide operational support to CannMart and share purchase agreement to sell CannMart TORONTO, June 25, 2024 (GLOBE NEWSWIRE) &#8212; Lifeist Wellness Inc. (“Lifeist” or the “Company”) (TSXV: LFST) (FRANKFURT: M5B) (OTCMKTS: LFSWF), a health-tech company that leverages advancements in science and technology to build breakthrough ventures [&#8230;]",https://financialpost.com/globe-newswire/lifeist-wellness-inc-signs-agreements-with-simply-solventless-concentrates-ltd,Financial Post | Canada Business News,,business,en,us,2024-06-25T21:30:23+00:00,health
,Lifeist Wellness Inc. Signs Agreements with Simply Solventless Concentrates Ltd.,"(marketscreener.com) Lifeist enters into services agreement with Simply Solventless to provide operational support to CannMart and share purchase agreement to sell CannMartTORONTO, June 25, 2024 -- Lifeist Wellness Inc. , a health-tech company that leverages advancements in science and technology to build breakthrough ventures that transform human wellness, is...https://www.marketscreener.com/quote/stock/LIFEIST-WELLNESS-INC-49478428/news/Lifeist-Wellness-Inc-Signs-Agreements-with-Simply-Solventless-Concentrates-Ltd-47213253/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/LIFEIST-WELLNESS-INC-49478428/news/Lifeist-Wellness-Inc-Signs-Agreements-with-Simply-Solventless-Concentrates-Ltd-47213253/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T21:30:06+00:00,health
Solcyré Burga,What to Know About Dengue Virus as U.S. Sees Increased Risk of Infection ,The CDC issued an alert on Tuesday advising health care providers about an elevated risk of dengue fever infections in the U.S.,https://time.com/6991847/what-to-know-about-dengue-fever/,TIME.com,,general,en,us,2024-06-25T21:17:19+00:00,health
AP News,"Bill to ensure access to contraception advances in Pennsylvania, aided by dozens of GOP House votes","A proposal to ensure access to contraceptives is moving ahead in the Pennsylvania Legislature after drawing dozens of Republican votes. The bill approved in the state House by a vote of 133 to 69 on Tuesday faces an uncertain future in the GOP-controlled Senate. The bill would have the state health secretary or physician general issue a statewide standing order for FDA-approved over-the-counter contraceptive drugs, including emergency contraception. It would mandate that health insurance and government programs cover all FDA-approved contraceptive drugs, devices and other products that have...",https://www.mymotherlode.com/news/national/general-election/3381289/bill-to-ensure-access-to-contraception-advances-in-pennsylvania-aided-by-dozens-of-gop-house-votes.html,mymotherlode,,general,en,us,2024-06-25T21:10:24+00:00,health
Anna Leask,Lauren Dickason sentencing: Live updates for mum who murdered three young daughters,A judge will decide whether Lauren Dickason is sent to prison or a mental health unit.,https://www.nzherald.co.nz/nz/lauren-dickason-sentencing-live-updates-for-mum-who-murdered-three-young-daughters/7RHU2RYY6RG7DGGBW6RNWX3KHY/,NZ Herald,https://www.nzherald.co.nz/resizer/v2/ECU6VBBUUJC2BMMHRE7TWI7L6Y.jpg?auth=d19aa169de09ac39303fae0f2f468a8059cebe32087d954bb18f8c2d1de708b2&width=300&height=300&smart=true&quality=70,general,en,nz,2024-06-25T21:00:54+00:00,health
,Annexon Presented Additional Positive Phase 3 Results for ANX005 C1q-Targeted Immunotherapy in Guillain-Barré Syndrome at the 2024 PNS Annual Meeting,"(marketscreener.com) ANX005-Treated Patients Demonstrated Faster and More Complete Recovery from Week 1 through Week 26 on Primary and Multiple Pre-Specified Endpoints Two and a Half Times More ANX005-Treated Patients Returned to a Normal / Pre-Disease State of Health Over Placebo on GBS-DS by Week 26, Increasing Over Time ANX005 Beneficial Impact Larger in...https://www.marketscreener.com/quote/stock/ANNEXON-INC-110038737/news/Annexon-Presented-Additional-Positive-Phase-3-Results-for-ANX005-C1q-Targeted-Immunotherapy-in-Guill-47194583/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/ANNEXON-INC-110038737/news/Annexon-Presented-Additional-Positive-Phase-3-Results-for-ANX005-C1q-Targeted-Immunotherapy-in-Guill-47194583/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T21:00:05+00:00,health
Maleehah Shakeel,“(Simone Biles) Can Still Make Mistakes”: Suni Lee’s Coach Graba Issues Stern Statement Days Before US Olympic Trials,"Tokyo triumph was the highlight of Suni Lee&#8217;s career, but what came next? After that, everything turned upside down for her as she faced health challenges. But now, Suni Lee charges back with gusto! Lee isn&#8217;t taking anything for granted as she gears up for her second Olympic bid. Before that, she&#8217;s set to tackle [&#8230;]The post “(Simone Biles) Can Still Make Mistakes”: Suni Lee’s Coach Graba Issues Stern Statement Days Before US Olympic Trials appeared first on EssentiallySports.",https://www.essentiallysports.com/us-sports-news-olymmpics-news-gymnastics-news-simone-biles-can-still-make-mistakes-suni-lees-coach-graba-issues-stern-statement-days-before-us-olympic-trials/,Essentially Sports,https://image-cdn.essentiallysports.com/wp-content/uploads/Suni-lee-and-simone-biles-560x315.jpg,sports,en,us,2024-06-25T20:46:53+00:00,health
Senior Airman Sarah Post,Public health Airman saves life,1st Lt. Ha Eun Ryoo saved a child's life while on a TDY.,https://www.dvidshub.net/news/474828/public-health-airman-saves-life,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8497952/250w_q95.jpg,general,en,us,2024-06-25T20:38:04+00:00,health
