author,title,description,url,source,image,category,language,country,published_at,topic
AP News,Residents and communities preparing for heat wave that will envelop Midwest next week,"Things are about to heat up in much of the U.S. with dangerously hot temperatures in the Midwest and Northeast next week, prompting health officials to urge people to make plans now to stay safe. The heat wave follows an earlier-than-usual one in&#160;the Southwest&#160;last week, which saw triple-digit temperatures in cities like&#160;Phoenix, where there were [&#8230;]The post Residents and communities preparing for heat wave that will envelop Midwest next week appeared first on WTMJ.",https://wtmj.com/homepage-showcase/2024/06/15/residents-and-communities-preparing-for-heat-wave-that-will-envelop-midwest-next-week/,620wtmj,,general,en,us,2024-06-15T23:11:20+00:00,health
Eugene Volokh,"Federal Guilty Plea as to ""Jane's Revenge"" Threats and Vandalism Toward ""Pro-Life Pregnancy Help Centers""","From yesterday's Justice Department press release: Three Florida residents pleaded guilty today to conspiring to injure, oppress, threaten or intimidate employees of pregnancy resource centers in the free exercise of the right to provide and seek to provide reproductive health services. The defendants selected reproductive health facilities that provided and counseled abortion alternatives and vandalized&#8230;",https://reason.com/volokh/2024/06/15/federal-guilty-plea-as-to-janes-revenge-threats-and-vandalism-toward-pro-life-pregnancy-help-centers/,reason,,general,en,us,2024-06-15T22:43:18+00:00,health
EditorDavid,Security Lessons from the Change Healthcare Ransomware Catastrophe,"The $22 million paid by Change Healthcare's parent company to unlock its systems ""may have emboldened bad actors to further target the vulnerable industry,"" writes Axios:There were 44 attacks against the health care sector in April, the most that [cybersecurity firm] Recorded Future has seen in the four years it's been collecting data. It was also the second-largest month-over-month jump, after 30 ransomware attacks were recorded in March. There were 32 attacks in February and May. But an analysis by the security-focused magazine CSO says the ""disastrous"" incident also ""starkly illustrated the...",https://science.slashdot.org/story/24/06/15/2048219/security-lessons-from-the-change-healthcare-ransomware-catastrophe?utm_source=rss1.0mainlinkanon&utm_medium=feed,slashdot,,general,en,us,2024-06-15T22:34:00+00:00,health
Wes Davis,NASA says Voyager 1 is back online months after it stopped making sense,"Image: NASA Voyager 1, the farthest human-made craft from the Earth, is finally sending back data from all four of its scientific instruments, NASA said this week. That means the agency is once more receiving its readings on plasma waves, magnetic fields, and space-bound particles.Voyager 1 stopped sending back good data in November, and fixing it was fraught as engineers had to wait 45 hours to hear anything back. In April, the agency got it to start sending back health and status information, then science data from two of its instruments in May. Now, NASA says Voyager 1, which is over 15...",https://www.theverge.com/2024/6/15/24179265/voyager-1-functioning-again-nasa-deep-space,The Verge,,technology,en,us,2024-06-15T22:25:38+00:00,health
Greg Davis,"Woman with gunshot wounds dropped off at hospital in Peterborough, Ont.: police","The Peterborough Police Service say just after midnight Saturday, a woman attended the Peterborough Regional Health Centre with two gunshot wounds.",https://globalnews.ca/news/10569043/woman-with-gunshot-wounds-dropped-off-at-hospital-in-peterborough-ont-police/,globalmontreal,https://globalnews.ca/wp-content/uploads/2024/06/PRHC-gunshot.png?w=720&h=480&crop=1,general,en,us,2024-06-15T22:17:46+00:00,health
Darrian Matassa-Fung,Fundraiser walk for stroke survivors held in West Vancouver,"The event raises funds for the North Shore Stroke Recovery Centre, which offers services to stroke survivors after they make their way through the health-care system.",https://globalnews.ca/news/10569224/strides-for-strokes-fundraiser/,globalmontreal,https://globalnews.ca/wp-content/uploads/2024/06/WEB-Stroke.jpg?quality=85&strip=all&w=720&h=480&crop=1,general,en,us,2024-06-15T22:02:46+00:00,health
Lora Grindlay,Victoria writer documents adventures with B.C. health care system,"After having no luck with walk-in clinics, Urgent and Primary Care Centres and virtual care, Mark Leiren-Young ended up in ER",https://vancouversun.com/health/local-health/victoria-writer-documents-adventures-with-b-c-health-care-system,vancouversun,,general,en,us,2024-06-15T21:45:16+00:00,health
Richard Bammer,SCOE accepting applications for summer Youth Leadership Institute,"Applications are being accepted for the Institute, sponsored by the Solano County Office of Education in Fairfield and Touro University California in Vallejo. For those students who wish to attend, they must apply online before June 28 for the event, set for the week of Aug. 5. A five-day intensive youth advocate training program, it will be led by experts in the field of youth development, peer education, and public health, among other things. The aim is to develop and encourage the next generation of public health leaders, Jennifer Leonard, a spokeswoman for the SCOE, said in a press...",https://www.timesheraldonline.com/2024/06/15/scoe-accepting-applications-for-summer-youth-leadership-institute/,timesheraldonline,https://www.timesheraldonline.com/wp-content/uploads/2024/06/SCOEFAIR-01.jpg?w=1400px&strip=all,general,en,us,2024-06-15T21:16:00+00:00,health
Juliet Goldmacher,Marin Voice: Bay Area’s many ‘food deserts’ are a big problem for residents’ health and well-being,"Many families in the Bay Area are living in so-called “food deserts.” A food desert is a region where residents have limited access to affordable and nutritious food, often because of the lack of nearby grocery stores. As of 2024, there are approximately 889 neighborhoods in the Bay Area that are classified as food deserts. [&#8230;]",https://www.marinij.com/2024/06/15/marin-voice-bay-areas-many-food-deserts-are-a-big-problem-for-residents-health-and-well-being/,marinij,https://www.marinij.com/wp-content/uploads/2023/11/MIJ-L-FOODBANK-1109-03.jpg?w=1400px&strip=all,general,en,us,2024-06-15T21:03:27+00:00,health
Mike Nolting,Marion County lawmaker opposes privatization of state-run health facilities; state hiring new workers,Joey Garcia has been taking part in legislative visits. The post Marion County lawmaker opposes privatization of state-run health facilities; state hiring new workers appeared first on WV MetroNews.,https://wvmetronews.com/2024/06/15/marion-county-lawmaker-opposes-privatization-of-state-run-health-facilities-state-hiring-new-workers/,wvmetronews,,general,en,us,2024-06-15T20:42:18+00:00,health
Zeina Jaafar,UNICEF finds 9 out 10 children in Gaza lack necessary food for growth,"UNICEF has found that nine out of 10 children in Gaza do not have enough food necessary for growth and development.  &#8220;In the Gaza Strip, months of hostilities and restrictions on humanitarian aid have collapsed the food and health systems, resulting in catastrophic consequences for children and their families,&#8221; UNICEF said in a Reuters report.  [&#8230;]The post UNICEF finds 9 out 10 children in Gaza lack necessary food for growth appeared first on ArabAmericanNews.",https://arabamericannews.com/2024/06/15/unicef-finds-9-out-10-children-in-gaza-lack-necessary-food-for-growth/?utm_source=rss&utm_medium=rss&utm_campaign=unicef-finds-9-out-10-children-in-gaza-lack-necessary-food-for-growth,arabamericannews,,general,en,us,2024-06-15T20:39:19+00:00,health
Jackson Guilfoil,New Eureka mental health facility slated for summer opening,"The 10-bed facility – operated by Willow Glen, a nonprofit with several similar residences across Northern California – will be entirely voluntary for the patients, and aims to reduce the backlog of Sempervirens clients waiting for a discharge plan that doesn’t lead to immediate loss of treatment and homelessness.",https://www.times-standard.com/2024/06/15/new-eureka-mental-health-facility-slated-for-summer-opening/,times-standard,https://www.times-standard.com/wp-content/uploads/2024/06/HYPERION-01.jpg?w=1400px&strip=all,general,en,us,2024-06-15T20:07:55+00:00,health
Mary Ward,Aged care vaccinations ‘disappointingly low’ as COVID-19 cases climb,Federal health authorities have put aged care providers on notice after COVID-19 cases hit an 18-month high in Australian facilities.,https://www.theage.com.au/healthcare/aged-care-vaccinations-disappointingly-low-as-covid-19-cases-climb-20240612-p5jl9z.html?ref=rss&utm_medium=rss&utm_source=rss_national,The Age,https://static.ffx.io/images/$zoom_1.0347%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_95/t_crop_custom/q_86%2Cf_jpg/f08125d15d19e2d1d4450962f79161d87a53623b,general,en,au,2024-06-15T19:00:00+00:00,health
Mary Ward,Aged care vaccinations ‘disappointingly low’ as COVID-19 cases climb,Federal health authorities have put aged care providers on notice after COVID-19 cases hit an 18-month high in Australian facilities.,https://www.brisbanetimes.com.au/healthcare/aged-care-vaccinations-disappointingly-low-as-covid-19-cases-climb-20240612-p5jl9z.html?ref=rss&utm_medium=rss&utm_source=rss_national,brisbanetimes,https://static.ffx.io/images/$zoom_1.0347%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_95/t_crop_custom/q_86%2Cf_jpg/f08125d15d19e2d1d4450962f79161d87a53623b,general,en,au,2024-06-15T19:00:00+00:00,health
Mary Ward,Aged care vaccinations ‘disappointingly low’ as COVID-19 cases climb,Federal health authorities have put aged care providers on notice after COVID-19 cases hit an 18-month high in Australian facilities.,https://www.smh.com.au/healthcare/aged-care-vaccinations-disappointingly-low-as-covid-19-cases-climb-20240612-p5jl9z.html?ref=rss&utm_medium=rss&utm_source=rss_national,The Sydney Morning Herald,https://static.ffx.io/images/$zoom_1.0347%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_95/t_crop_custom/q_86%2Cf_jpg/f08125d15d19e2d1d4450962f79161d87a53623b,general,en,au,2024-06-15T19:00:00+00:00,health
Mary Ward,Aged care vaccinations ‘disappointingly low’ as COVID-19 cases climb,Federal health authorities have put aged care providers on notice after COVID-19 cases hit an 18-month high in Australian facilities.,https://www.watoday.com.au/healthcare/aged-care-vaccinations-disappointingly-low-as-covid-19-cases-climb-20240612-p5jl9z.html?ref=rss&utm_medium=rss&utm_source=rss_feed,watoday,https://static.ffx.io/images/$zoom_1.0347%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_95/t_crop_custom/q_86%2Cf_jpg/f08125d15d19e2d1d4450962f79161d87a53623b,general,en,au,2024-06-15T19:00:00+00:00,health
Mary Ward,Aged care vaccinations ‘disappointingly low’ as COVID-19 cases climb,Federal health authorities have put aged care providers on notice after COVID-19 cases hit an 18-month high in Australian facilities.,https://www.brisbanetimes.com.au/healthcare/aged-care-vaccinations-disappointingly-low-as-covid-19-cases-climb-20240612-p5jl9z.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Brisbane Times,https://static.ffx.io/images/$zoom_1.0347%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_95/t_crop_custom/q_86%2Cf_jpg/f08125d15d19e2d1d4450962f79161d87a53623b,general,en,au,2024-06-15T19:00:00+00:00,health
Mary Ward,Aged care vaccinations ‘disappointingly low’ as COVID-19 cases climb,Federal health authorities have put aged care providers on notice after COVID-19 cases hit an 18-month high in Australian facilities.,https://www.smh.com.au/healthcare/aged-care-vaccinations-disappointingly-low-as-covid-19-cases-climb-20240612-p5jl9z.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Sydney Morning Herald,https://static.ffx.io/images/$zoom_1.0347%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_95/t_crop_custom/q_86%2Cf_jpg/f08125d15d19e2d1d4450962f79161d87a53623b,general,en,au,2024-06-15T19:00:00+00:00,health
Mary Ward,Aged care vaccinations ‘disappointingly low’ as COVID-19 cases climb,Federal health authorities have put aged care providers on notice after COVID-19 cases hit an 18-month high in Australian facilities.,https://www.watoday.com.au/healthcare/aged-care-vaccinations-disappointingly-low-as-covid-19-cases-climb-20240612-p5jl9z.html?ref=rss&utm_medium=rss&utm_source=rss_national,watoday,https://static.ffx.io/images/$zoom_1.0347%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_95/t_crop_custom/q_86%2Cf_jpg/f08125d15d19e2d1d4450962f79161d87a53623b,general,en,au,2024-06-15T19:00:00+00:00,health
Mary Ward,Aged care vaccinations ‘disappointingly low’ as COVID-19 cases climb,Federal health authorities have put aged care providers on notice after COVID-19 cases hit an 18-month high in Australian facilities.,https://www.theage.com.au/healthcare/aged-care-vaccinations-disappointingly-low-as-covid-19-cases-climb-20240612-p5jl9z.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Age,https://static.ffx.io/images/$zoom_1.0347%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_95/t_crop_custom/q_86%2Cf_jpg/f08125d15d19e2d1d4450962f79161d87a53623b,general,en,au,2024-06-15T19:00:00+00:00,health
Shrimansi Kaushik,Telangana: Health Minister Holds High Review Meeting With Officials On Food Safety,Telangana: Health Minister Holds High Review Meeting With Officials On Food Safety,https://www.deccanchronicle.com/southern-states/telangana-health-minister-holds-high-review-meeting-with-officials-on-food-safety-899203,deccanchronicle,https://www.deccanchronicle.com/h-upload/2024/06/15/1097446-raja.webp,general,en,us,2024-06-15T18:40:29+00:00,health
Vikram Sharma,For Gut’s Sake,"Popping antibiotics to feel better might take a toll on the gut as they have a devastating effect on the digestive tract, wiping out the beneficial bacteria, which in turn leads to secondary and serious health issues",https://www.deccanchronicle.com/sunday-chronicle/for-guts-sake-899138,deccanchronicle,https://www.deccanchronicle.com/h-upload/2024/06/15/1097377-untitleddesign.webp,general,en,us,2024-06-15T18:30:41+00:00,health
,Omandurar Medical College and multi-super specialty hospital will be merged: Health Minister -,Omandurar Medical College and multi-super specialty hospital will be merged: Health Minister -,https://www.thehindu.com/news/cities/chennai/omandurar-medical-college-and-multi-super-specialty-hospital-will-be-merged-health-minister/article68293708.ece,The Hindu,,general,en,in,2024-06-15T18:16:56+00:00,health
Pritha Halder,"Despite Recurring Health Concerns, Will John Daly Attend Son’s Korn Ferry Tour Debut?","The two-time major winner, John Daly, has been one of those golfers who has been an idol for the golf generations after him. This includes his son, whom he named after himself, John Daly II, and lovingly calls &#8216;Little John&#8217;. Now that Little John has turned 21 and is about to take part in the [&#8230;]The post Despite Recurring Health Concerns, Will John Daly Attend Son&#8217;s Korn Ferry Tour Debut? appeared first on EssentiallySports.",https://www.essentiallysports.com/golf-news-despite-recurring-health-concerns-will-john-daly-attend-sons-korn-ferry-tour-debut/,Essentially Sports,https://image-cdn.essentiallysports.com/wp-content/uploads/imago1020506006h.jpg,sports,en,us,2024-06-15T18:00:15+00:00,health
,Jackie Kennedy was hospitalized with an eating disorder and left fighting for her life,"Maureen Callahan reveals Jackie's many health battles from 'disordered eating' to PTSD after her husband President John F Kennedy's assassination in 1963, and a series of lost pregnancies.",https://www.dailymail.co.uk/news/article-13528023/Jackie-Kennedy-hospitalized-eating-disorder.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,dailymail,https://i.dailymail.co.uk/1s/2024/06/14/13/86099451-0-image-a-13_1718369436821.jpg,general,en,us,2024-06-15T17:58:47+00:00,health
Diego Romero,Lake Summerside water quality advisory lifted after high fecal bacteria levels,Alberta Health Services has lifted the water quality advisory for Lake Summerside in south Edmonton.,https://edmonton.ctvnews.ca/lake-summerside-water-quality-advisory-lifted-after-high-fecal-bacteria-levels-1.6928397,edmonton,https://www.ctvnews.ca/polopoly_fs/1.6910185.1717282589!/httpImage/image.png_gen/derivatives/landscape_300/image.png,general,en,ca,2024-06-15T17:56:23+00:00,health
,Jackie Kennedy was hospitalized with an eating disorder and left fighting for her life,"Maureen Callahan reveals Jackie's many health battles from 'disordered eating' to PTSD after her husband President John F Kennedy's assassination in 1963, and a series of lost pregnancies.",https://www.dailymail.co.uk/news/article-13528023/Jackie-Kennedy-hospitalized-eating-disorder.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,dailymail,https://i.dailymail.co.uk/1s/2024/06/14/13/86099451-0-image-a-13_1718369436821.jpg,general,en,us,2024-06-15T17:55:13+00:00,health
,Suicide threats are a weapon of family violence. How can police balance mental health needs with protecting victims?,It's relatively common for perpetrators of family violence to threaten suicide to control a victim-survivor's actions. A study by the Australian Institute of Criminology suggests 39% of women who experience coercive control are subject to perpetrators' threats of self-harm.,https://phys.org/news/2024-06-suicide-threats-weapon-family-violence.html,Phys.org - News And Articles On Science And Technology,https://scx1.b-cdn.net/csz/news/tmb/2024/family-violence.jpg,science,en,us,2024-06-15T17:50:02+00:00,health
Marin Independent Journal,George Russell: Marin’s heroic doc gets his due,"Marin County’s public health officer, who guided the county through the darkest days of the COVID-19 pandemic and helped establish one of the highest vaccination levels in the state, will retire in September.",https://www.marinij.com/2024/06/15/george-russell-marins-heroic-doc-gets-his-due/,marinij,https://www.marinij.com/wp-content/uploads/2024/06/MIJ-L-TOON-0616.jpg?w=1400px&strip=all,general,en,us,2024-06-15T17:25:38+00:00,health
KTVZ news sources,"Merkley bill to address high rate of stillbirths, maternal mortality passes Congress, heads to president’s desk","WASHINGTON (KTVZ) – Oregon’s U.S. Senator Jeff Merkley and Louisiana’s U.S. Senator Bill Cassidy, M.D., today announced this week their bipartisan Maternal and Child Health Stillbirth Prevention Act unanimously passed the Senate and now heads to President Biden’s desk to be signed into law. The bill will help bring down the shockingly high rate of stillbirths andThe post Merkley bill to address high rate of stillbirths, maternal mortality passes Congress, heads to president&#8217;s desk appeared first on KTVZ.",https://ktvz.com/news/oregon-northwest/2024/06/15/merkley-bill-to-address-high-rate-of-stillbirths-maternal-mortality-passes-congress-heads-to-presidents-desk/,ktvz,,general,en,us,2024-06-15T17:23:34+00:00,health
,Health Department staff transfers to be done only through counselling,Health Department staff transfers to be done only through counselling,https://www.thehindu.com/news/national/karnataka/health-department-staff-transfers-to-be-done-only-through-counselling/article68293857.ece,The Hindu,,general,en,in,2024-06-15T17:21:51+00:00,health
Sara Atske,7. Black Americans’ mistrust of U.S. government policies on family and reproductive health,"Editorial note to readers A version of this study was originally published on June 10. We previously used the term “racial conspiracy theories” as an editorial shorthand to describe a complex and mixed set of findings. By using these words, our reporting distorted rather than clarified the point of the study. Changes to this version include: an [&#8230;]The post 7. Black Americans’ mistrust of U.S. government policies on family and reproductive health appeared first on Pew Research Center.",https://www.pewresearch.org/race-and-ethnicity/2024/06/15/black-americans-mistrust-of-u-s-government-policies-on-family-and-reproductive-health/,pewresearch,,general,en,us,2024-06-15T17:03:57+00:00,health
Sara Atske,6. Black Americans and mistrust of the U.S. health care system and medical research,"Editorial note to readers A version of this study was originally published on June 10. We previously used the term “racial conspiracy theories” as an editorial shorthand to describe a complex and mixed set of findings. By using these words, our reporting distorted rather than clarified the point of the study. Changes to this version include: an [&#8230;]The post 6. Black Americans and mistrust of the U.S. health care system and medical research appeared first on Pew Research Center.",https://www.pewresearch.org/race-and-ethnicity/2024/06/15/black-americans-and-mistrust-of-the-u-s-health-care-system-and-medical-research/,pewresearch,,general,en,us,2024-06-15T17:03:56+00:00,health
Morgan McKenzie,Embark Behavioral Health opens Greeley Residential Treatment Center for youth,One of Embark Behavioral Health's newest programs brings 24-hour residential treatment to teens in Greeley and surrounding communities.,https://www.greeleytribune.com/2024/06/15/embark-behavioral-health-opens-greeley-residential-treatment-center-for-youth/,greeleytribune,https://www.greeleytribune.com/wp-content/uploads/2024/06/GRE-L-EmbarkGreeley-0615-01.jpg?w=1400px&strip=all,general,en,us,2024-06-15T17:00:08+00:00,health
,Thousands of Muslims trek to Mount Arafat in Saudi Arabia for high point of hajj pilgrimage to spot where Prophet Muhammad is said to have given his final sermon,"More than two million people are expected to converge on the mount this year, walking together through scorching heat to ask God for mercy, prosperity and good health",https://www.dailymail.co.uk/news/article-13533377/muslims-trek-mount-arafat-hajj-saudi-arabia-mecca.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,dailymail,https://i.dailymail.co.uk/1s/2024/06/15/17/86162839-0-image-a-9_1718470001377.jpg,general,en,us,2024-06-15T16:56:33+00:00,health
Adamu Amadu,Jigawa govt releases N1.5bn for free basic healthcare services,"Tribune OnlineJigawa govt releases N1.5bn for free basic healthcare servicesThe Jigawa state government, under Governor Malam Umar Namadi, has released the sum of N1.5 billion for the provisions of free basic healthcare services for registered 143,500 vulnerable across the 27 local government areas of the state. This was disclosed by the Technical Adviser (TA) to the governor on health matters, Comrade Isah Surajo in [&#8230;]Jigawa govt releases N1.5bn for free basic healthcare servicesTribune Online",https://tribuneonlineng.com/jigawa-govt-releases-n1-5bn-for-free-basic-healthcare-services/,tribune,,general,en,ng,2024-06-15T16:54:17+00:00,health
Postmedia News,Alberta Health Services ends water advisory for southwest Edmonton lake,"Lake Summerside in southwest Edmonton is again open for recreational use after Alberta Health Services ended a water quality advisory on Friday. The advisory had been in place since May 31 after tests discovered elevated levels of fecal bacteria. The public was told was told to avoid swimming or wading in the beach area, and [&#8230;]",https://edmontonjournal.com/news/alberta-health-services-ends-water-advisory-for-southwest-edmonton-lake,edmontonjournal,,general,en,us,2024-06-15T16:47:43+00:00,health
,"Pomerantz Law Firm Investigates Claims On Behalf of Investors of Petco Health and Wellness Company, Inc. - WOOF","(marketscreener.com) NEW YORK, June 15, 2024 /PRNewswire/ -- Pomerantz LLP is investigating claims on behalf of investors of Petco Health and Wellness Company, Inc. . Such investors are advised to contact Danielle&nbsp;Peyton at newaction@pomlaw.com&nbsp;or 646-581-9980, ext.&nbsp;7980. ...https://www.marketscreener.com/quote/stock/PETCO-HEALTH-AND-WELLNESS-117641536/news/Pomerantz-Law-Firm-Investigates-Claims-On-Behalf-of-Investors-of-Petco-Health-and-Wellness-Company-46981170/?utm_medium=RSS&utm_content=20240615",https://www.marketscreener.com/quote/stock/PETCO-HEALTH-AND-WELLNESS-117641536/news/Pomerantz-Law-Firm-Investigates-Claims-On-Behalf-of-Investors-of-Petco-Health-and-Wellness-Company-46981170/?utm_medium=RSS&utm_content=20240615,4-traders,,general,en,us,2024-06-15T16:46:14+00:00,health
Ian Wheeler,Orange County restaurants shut down by health inspectors (June 6-13),There were six restaurants and food establishments ordered closed by Orange County inspectors from June 6 to June 13.,https://www.ocregister.com/2024/06/15/orange-county-restaurants-shut-down-by-health-inspectors-june-6-13/,ocregister,https://www.ocregister.com/wp-content/uploads/2024/06/kzjxvq-closedseal-2.jpg?w=1400px&strip=all,general,en,us,2024-06-15T16:35:32+00:00,health
Keenan Sorokan,New study says half of Saskatoon hospital beds are unused,Data in a new study from the Canadian Institute of Health Information (CIHI) shows nearly half of the beds in Saskatoon hospitals are going unused.,https://saskatoon.ctvnews.ca/new-study-says-half-of-saskatoon-hospital-beds-are-unused-1.6928350,saskatoon,https://www.ctvnews.ca/polopoly_fs/1.6928355.1718468717!/httpImage/image.png_gen/derivatives/landscape_300/image.png,general,en,ca,2024-06-15T16:33:59+00:00,health
temp,CariGenetics Launches ‘Hear His Story’ Ca,"CariGenetics, alongside several community organizations, has launched the &#8220;Hear His Story&#8221; campaign to enhance men’s health awareness. A spokesperson said, &#8220;CariGenetics, in collaboration with several esteemed organisations, hosted a press conference to launch the “Hear His Story” campaign. This initiative is dedicated to promoting dialogue, raising awareness, and inciting action to improve Men’s Health beyond [&#8230;]",https://bernews.com/2024/06/carigenetics-launches-hear-his-story-campaign/,bernews,,general,en,us,2024-06-15T16:16:35+00:00,health
"Mikaylah Du, Under the Arch Editor",Protesters gather outside NYU Langone hospital condemning termination of labor nurse,"Around 100 protesters gathered outside NYU Langone Health’s Tisch Hospital on Friday afternoon to demand that the medical center formally apologize to labor nurse Hesen Jabr, who was terminated in late May after she spoke about the suffering of women during the war in Gaza in her acceptance speech for a compassionate care award. The...This story Protesters gather outside NYU Langone hospital condemning termination of labor nurse appeared first on Washington Square News.",https://nyunews.com/news/2024/06/15/nyu-langone-nurse-protest/,nyunews,,general,en,us,2024-06-15T16:16:20+00:00,health
