chars,group,health,holdings,image,llc,management,million,nasdaq,new,nyse,political,position,sells,shares,sports,stock,technologies,technology,world
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.559446936141803,0.0,0.5030152041989588,0.0,0.0,0.4066301835343218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5183114158737708,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6801011756634029,0.0,0.0,0.0,0.49745237306974033,0.0,0.0,0.0,0.5385197558015314,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5852482631756792,0.0,0.0,0.0,0.0,0.46776040446174555,0.0,0.662332752072276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6801011756634029,0.0,0.0,0.0,0.49745237306974033,0.0,0.0,0.0,0.5385197558015314,0.0,0.0,0.0,0.0,0.0
0.0,0.774380685970101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6327199642784128,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5941423472281436,0.6492259178805817,0.0,0.0,0.0,0.47486901223637246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5089068646530307,0.0,0.45757313858415855,0.49999523225488623,0.0,0.0,0.0,0.3657159018525915,0.0,0.0,0.0,0.0,0.0,0.0,0.38457414474947776,0.0,0.0
0.0,0.0,0.0,0.43281739442618866,0.0,0.3891588566729887,0.4252381893052701,0.4697176183843328,0.3145903662394144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40099280562146505,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5768736561344853,0.0,0.8168333886772944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7749136384939792,0.6320671268750042,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7749136384939792,0.6320671268750042,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7588523423491366,0.0,0.6512627138960351,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699351893197279,0.0,0.0,0.0,0.7147775384561141,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785431445930948,0.0,0.0,0.0,0.734560549529931,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4809486960812197,0.0,0.0,0.7054134738102096,0.520653611055169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5284094608149655,0.5773988654652307,0.0,0.0,0.0,0.4223319207664632,0.0,0.0,0.0,0.4571977040432419,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785431445930948,0.0,0.0,0.0,0.734560549529931,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747082384365279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7380845432508918,0.0
0.0,0.774380685970101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6327199642784128,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932184009001255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207275828310395,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932184009001255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207275828310395,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8773376344365198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4798736033596051,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5284094608149655,0.5773988654652307,0.0,0.0,0.0,0.4223319207664632,0.0,0.0,0.0,0.4571977040432419,0.0,0.0,0.0,0.0,0.0
0.0,0.5883440708907682,0.0,0.0,0.0,0.0,0.0,0.0,0.46236754879613884,0.0,0.457143099121769,0.0,0.0,0.0,0.0,0.0,0.0,0.4807158110498067,0.0,0.0
0.0,0.5367951467214395,0.0,0.0,0.0,0.0,0.0,0.0,0.8437126112938625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5567137309099848,0.0,0.0,0.0,0.0,0.0,0.5958636447861828,0.0,0.0,0.5788059594012581,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6452127845457714,0.0,0.0,0.5215806417150858,0.0,0.0,0.0,0.0,0.0,0.5582598828921628,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6801011756634029,0.0,0.0,0.0,0.49745237306974033,0.0,0.0,0.0,0.5385197558015314,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5513055080146901,0.0,0.4956950065765113,0.5416514192850188,0.0,0.0,0.0,0.39618485240390205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6489159828264538,0.0,0.0,0.0,0.0,0.0,0.0,0.4663306989339587,0.0,0.0,0.0,0.0,0.0,0.6012019015806113,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785431445930948,0.0,0.0,0.0,0.734560549529931,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785431445930948,0.0,0.0,0.0,0.734560549529931,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5551714322232986,0.0,0.0,0.0,0.0,0.40352256272032117,0.0,0.0,0.0,0.0,0.5851640603050818,0.43189957715425764,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.808901335809816,0.0,0.0,0.0,0.0,0.5879444097234833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7588523423491366,0.0,0.6512627138960351,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5768736561344853,0.0,0.8168333886772944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4932186968234962,0.0,0.6983808242951097,0.0,0.0,0.0,0.0,0.5186516570499078,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6826945652476963,0.0,0.0,0.0,0.0,0.0,0.7307038597005349,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5347608813354414,0.0,0.0,0.0,0.39114484574400943,0.0,0.5538477384348652,0.0,0.0,0.0,0.5042709510489595,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6837614479135266,0.0,0.5058453585058634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5259189629831501,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5909162866275213,0.0,0.0,0.5073739916179599,0.43221908678761506,0.0,0.0,0.0,0.0,0.0,0.0,0.4545065850397325,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5909162866275213,0.0,0.0,0.5073739916179599,0.43221908678761506,0.0,0.0,0.0,0.0,0.0,0.0,0.4545065850397325,0.0,0.0
0.0,0.0,0.0,0.5154081382985742,0.0,0.0,0.5063826599988063,0.0,0.0,0.4347915217501276,0.37038791419829153,0.0,0.0,0.0,0.0,0.0,0.0,0.3894870707201696,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6026298226525166,0.0,0.0,0.0,0.4407868212676915,0.0,0.0,0.0,0.47717615635202143,0.0,0.0,0.4635161171476475,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4340194753808789,0.4794174169572814,0.0,0.0,0.3174586748451052,0.0,0.4495106378688197,0.0,0.0,0.0,0.4092734178265351,0.33382852031703025,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7172992407944666,0.0,0.0,0.6967652396293044,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699351893197279,0.0,0.0,0.0,0.7147775384561141,0.0
0.0,0.0,0.0,0.5227445212401237,0.0,0.0,0.5135905731702503,0.5673115607238914,0.0,0.0,0.3756600614027393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5111229552444361,0.5645858327804779,0.0,0.0,0.37385514996169034,0.0,0.5293661198951919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747082384365279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7380845432508918,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747082384365279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7380845432508918,0.0
0.0,0.0,0.0,0.6332685384611365,0.0,0.0,0.6221791686450631,0.0,0.46028691084956375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6781750195733466,0.0,0.5017125299365888,0.0,0.0,0.0,0.0,0.0,0.5369945811005159,0.0,0.0,0.0,0.0,0.0
0.0,0.6038436274177209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6048833268060188,0.0,0.5191233327245963,0.0
0.0,0.0,0.0,0.5152896699532267,0.0,0.46331210666857126,0.0,0.0,0.3745347762764591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4774009850880443,0.3893975457682455,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747082384365279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7380845432508918,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932184009001255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207275828310395,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747082384365279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7380845432508918,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785431445930948,0.0,0.0,0.0,0.734560549529931,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5523499973843936,0.0,0.0,0.0,0.5979494757917638,0.0,0.0,0.5808320796838061,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747082384365279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7380845432508918,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891162928930262,0.0,0.0,0.0,0.0,0.0,0.0,0.724650767521413,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6705228528962041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7418888756033047,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932184009001255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207275828310395,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4930481496077795,0.538759169383896,0.0,0.0,0.0,0.3940693486695925,0.0,0.5579887346642783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6402409111749627,0.0,0.0,0.0,0.5829307782153558,0.0,0.5002832032630048,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5523499973843936,0.0,0.0,0.0,0.5979494757917638,0.0,0.0,0.5808320796838061,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5523499973843936,0.0,0.0,0.0,0.5979494757917638,0.0,0.0,0.5808320796838061,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932184009001255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207275828310395,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932184009001255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207275828310395,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.807133605977465,0.0,0.0,0.0,0.5903688187072672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.49441001722975086,0.0,0.0,0.0,0.0,0.0,0.0,0.3552980277823746,0.0,0.0,0.5211200655247353,0.38462980079362474,0.0,0.45805659035296564,0.0,0.0,0.0
0.0,0.0,0.0,0.5803619304295885,0.0,0.5218204910686037,0.0,0.0,0.4218321042464336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4614553939829816,0.0
0.0,0.0,0.0,0.0,0.0,0.7776776148514204,0.0,0.0,0.6286632861548428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5837819878658518,0.0,0.0,0.4719208781133179,0.0,0.0,0.0,0.660673350033244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891162928930262,0.0,0.0,0.0,0.0,0.0,0.0,0.724650767521413,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891162928930262,0.0,0.0,0.0,0.0,0.0,0.0,0.724650767521413,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4126306261974945,0.0,0.0,0.0,0.0,0.5983720241172893,0.4416481491745335,0.0,0.5259598838393956,0.0,0.0,0.0
0.0,0.0,0.0,0.5513055080146901,0.0,0.4956950065765113,0.5416514192850188,0.0,0.0,0.0,0.39618485240390205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4992429893875799,0.0,0.36933897007343025,0.4286612402553839,0.0,0.0,0.5170621304820696,0.0,0.0,0.0,0.0,0.0,0.4040315050296326,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3792078122316033,0.0,0.0,0.0,0.0,0.5499042769973899,0.4058749346066561,0.0,0.48335747326924056,0.39425602313131086,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4547964688091178,0.4969611344637387,0.0,0.3676508583415814,0.0,0.0,0.0,0.5146988308595358,0.0,0.0,0.0,0.0,0.3822404513703337,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6781750195733466,0.0,0.5017125299365888,0.0,0.0,0.0,0.0,0.0,0.5369945811005159,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7172992407944666,0.0,0.0,0.6967652396293044,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194769774204485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6621516517548267,0.5400915292878323,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194769774204485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6621516517548267,0.5400915292878323,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5768736561344853,0.0,0.8168333886772944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5567137309099848,0.0,0.0,0.0,0.0,0.0,0.5958636447861828,0.0,0.0,0.5788059594012581,0.0,0.0
0.0,0.0,0.0,0.6347813745427123,0.0,0.0,0.6236655129656232,0.0,0.0,0.0,0.4561731408916911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4574840298285843,0.0,0.0,0.36982344362624625,0.0,0.0,0.0,0.5177403771543106,0.0,0.0,0.0,0.4713956820007047,0.0,0.4045614858725758,0.0
0.0,0.0,0.0,0.0,0.0,0.5604078899185175,0.0,0.0,0.45302559689928457,0.0,0.0,0.0,0.0,0.0,0.48488382513685596,0.0,0.0,0.0,0.49557893578296136,0.0
0.0,0.0,0.0,0.0,0.0,0.47791927046506516,0.5222276757212139,0.0,0.38634299528435784,0.0,0.0,0.0,0.0,0.0,0.4135118868569291,0.0,0.0,0.0,0.4226327425220287,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53121505830949,0.6165374471370014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5811128445517568,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932184009001255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207275828310395,0.0,0.0
0.0,0.5780512748194805,0.0,0.0,0.0,0.0,0.0,0.0,0.4542786512866688,0.0,0.0,0.0,0.0,0.0,0.48622499836993144,0.0,0.0,0.47230591953192663,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747082384365279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7380845432508918,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3792078122316033,0.0,0.0,0.0,0.0,0.5499042769973899,0.4058749346066561,0.0,0.48335747326924056,0.39425602313131086,0.0,0.0
0.0,0.0,0.0,0.5161037302382206,0.0,0.4640440522277167,0.0,0.0,0.0,0.0,0.3708877876549065,0.0,0.0,0.0,0.0,0.0,0.47815518841219107,0.39001272029156325,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5685294367451116,0.0,0.0,0.0,0.0,0.45439786157976775,0.0,0.0,0.0,0.4919108616260809,0.0,0.0,0.47782901456515503,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7612346298936851,0.6484765518124956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.7491070061759375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624490118477978,0.0
0.0,0.0,0.0,0.5257027484152452,0.0,0.4726748119593272,0.0,0.5705219941335284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4179949720484378,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6826945652476963,0.0,0.0,0.0,0.0,0.0,0.7307038597005349,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4809486960812197,0.0,0.0,0.7054134738102096,0.520653611055169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5401087752322722,0.6268596498708265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5615420645694494,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932184009001255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207275828310395,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6527402932777563,0.7575817510550716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5155972855501569,0.0,0.0,0.0,0.0,0.41209177370240835,0.0,0.0,0.6044201636985742,0.4461121774786043,0.0,0.0,0.0,0.0,0.0
0.0,0.6635297097163996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5155623093131136,0.0,0.0,0.0,0.0,0.0,0.0,0.5421474241748272,0.0,0.0
0.0,0.789649920473754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6135576607750847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6471940164019128,0.0,0.0,0.0,0.0,0.5172706250074023,0.0,0.0,0.0,0.5599741115783944,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5002500020787559,0.0,0.0,0.4043948343117507,0.0,0.0,0.0,0.5661391608462156,0.0,0.0,0.0,0.5154621265995392,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3760909160775807,0.0,0.0,0.0,0.0,0.545384342357945,0.4025388482131695,0.0,0.47938451965157924,0.0,0.41141767092865306,0.0
